Rank,MAIN,DIVG,MASS,VELO,PRES,WALL,DUMP,PART,RADI,FIRE,COMM,BLNK,HVAC,GEOM,VEGE,Total T_USED (s)
    0, 1.103E+00, 5.135E+02, 2.109E+02, 8.097E+02, 2.421E+02, 1.218E+02, 4.834E+01, 4.357E-02, 5.412E+02, 0.000E+00, 5.394E-02, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 2.489E+03
