Rank,MAIN,DIVG,MASS,VELO,PRES,WALL,DUMP,PART,RADI,FIRE,COMM,BLNK,HVAC,GEOM,VEGE,Total T_USED (s)
    0, 1.419E+00, 4.814E+02, 1.851E+02, 8.281E+02, 2.586E+02, 1.296E+02, 4.646E+01, 9.134E-02, 5.422E+02, 0.000E+00, 5.735E-02, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 2.473E+03
