s,kW,kW,kW,kW,kW,kW,kW,kW,kW,kg/s,Pa
 2.0007774E+001, 0.0000000E+000, 4.2625370E-002,-1.1357323E+000, 1.0727985E-001, 0.0000000E+000, 5.9643244E-002, 0.0000000E+000,-9.2628560E-001,-9.2618379E-001, 3.7387392E-003, 7.9657742E+000
 2.1001982E+001, 0.0000000E+000, 4.4820809E-002,-1.1358096E+000, 1.1268876E-001, 0.0000000E+000, 6.2658376E-002, 0.0000000E+000,-9.1581029E-001,-9.1564163E-001, 3.7389937E-003, 9.0032785E+000
 2.2022352E+001, 0.0000000E+000, 4.6997878E-002,-1.1359029E+000, 1.1706893E-001, 0.0000000E+000, 6.5255772E-002, 0.0000000E+000,-9.0668667E-001,-9.0658037E-001, 3.7393010E-003, 1.0112572E+001
 2.3018400E+001, 0.0000000E+000, 4.9146184E-002,-1.1359823E+000, 1.2035164E-001, 0.0000000E+000, 6.7408459E-002, 0.0000000E+000,-8.9919088E-001,-8.9907602E-001, 3.7395621E-003, 1.1231122E+001
 2.4018463E+001, 0.0000000E+000, 5.1242564E-002,-1.1360709E+000, 1.2578052E-001, 0.0000000E+000, 7.0407034E-002, 0.0000000E+000,-8.8881417E-001,-8.8864074E-001, 3.7398536E-003, 1.2403858E+001
 2.5015120E+001, 0.0000000E+000, 5.3291533E-002,-1.1361624E+000, 1.2921120E-001, 0.0000000E+000, 7.2587041E-002, 0.0000000E+000,-8.8111293E-001,-8.8107260E-001, 3.7401548E-003, 1.3609454E+001
 2.6011765E+001, 0.0000000E+000, 5.5361284E-002,-1.1362477E+000, 1.3229451E-001, 0.0000000E+000, 7.4628203E-002, 0.0000000E+000,-8.7414818E-001,-8.7396372E-001, 3.7404356E-003, 1.4848258E+001
 2.7002640E+001, 0.0000000E+000, 5.7385856E-002,-1.1363486E+000, 1.3940396E-001, 0.0000000E+000, 7.8258695E-002, 0.0000000E+000,-8.6141868E-001,-8.6130007E-001, 3.7407676E-003, 1.6140128E+001
 2.8012857E+001, 0.0000000E+000, 5.9397843E-002,-1.1364441E+000, 1.4220999E-001, 0.0000000E+000, 8.0166926E-002, 0.0000000E+000,-8.5478407E-001,-8.5466934E-001, 3.7410820E-003, 1.7489408E+001
 2.9017731E+001, 0.0000000E+000, 6.1417991E-002,-1.1365398E+000, 1.5049370E-001, 0.0000000E+000, 8.4261214E-002, 0.0000000E+000,-8.4054401E-001,-8.4036692E-001, 3.7413970E-003, 1.8899806E+001
 3.0022606E+001, 0.0000000E+000, 6.3380670E-002,-1.1366372E+000, 1.5551179E-001, 0.0000000E+000, 8.7038742E-002, 0.0000000E+000,-8.3083673E-001,-8.3070601E-001, 3.7417176E-003, 2.0356945E+001
 3.1010323E+001, 0.0000000E+000, 6.5286965E-002,-1.1367237E+000, 1.6264585E-001, 0.0000000E+000, 9.0638422E-002, 0.0000000E+000,-8.1828007E-001,-8.1815251E-001, 3.7420023E-003, 2.1848434E+001
 3.2007843E+001, 0.0000000E+000, 6.7152388E-002,-1.1368196E+000, 1.6126722E-001, 0.0000000E+000, 9.0832162E-002, 0.0000000E+000,-8.1750168E-001,-8.1756788E-001, 3.7423181E-003, 2.3358880E+001
 3.3006001E+001, 0.0000000E+000, 6.8993718E-002,-1.1369066E+000, 1.5555027E-001, 0.0000000E+000, 8.9277422E-002, 0.0000000E+000,-8.2303095E-001,-8.2308518E-001, 3.7426042E-003, 2.4844392E+001
 3.4008259E+001, 0.0000000E+000, 7.0838222E-002,-1.1369820E+000, 1.5190047E-001, 0.0000000E+000, 8.8561226E-002, 0.0000000E+000,-8.2570481E-001,-8.2568211E-001, 3.7428525E-003, 2.6323700E+001
 3.5012924E+001, 0.0000000E+000, 7.2719270E-002,-1.1370500E+000, 1.5396601E-001, 0.0000000E+000, 9.0136325E-002, 0.0000000E+000,-8.2034095E-001,-8.2022843E-001, 3.7430762E-003, 2.7832483E+001
 3.6018085E+001, 0.0000000E+000, 7.4539102E-002,-1.1370357E+000, 1.5482257E-001, 0.0000000E+000, 9.1194642E-002, 0.0000000E+000,-8.1648562E-001,-8.1647944E-001, 3.7430296E-003, 2.9360237E+001
 3.7007450E+001, 0.0000000E+000, 7.6333586E-002,-1.1368677E+000, 1.5333636E-001, 0.0000000E+000, 9.1319723E-002, 0.0000000E+000,-8.1593104E-001,-8.1587803E-001, 3.7424762E-003, 3.0865875E+001
 3.8020367E+001, 0.0000000E+000, 7.8172811E-002,-1.1367163E+000, 1.5752456E-001, 0.0000000E+000, 9.3717548E-002, 0.0000000E+000,-8.0744263E-001,-8.0730140E-001, 3.7419785E-003, 3.2447401E+001
 3.9005020E+001, 0.0000000E+000, 7.9974189E-002,-1.1360089E+000, 1.6201426E-001, 0.0000000E+000, 9.6208908E-002, 0.0000000E+000,-7.9794088E-001,-7.9781158E-001, 3.7396534E-003, 3.4025804E+001
 4.0014435E+001, 0.0000000E+000, 8.1718197E-002,-1.1340624E+000, 1.6338999E-001, 0.0000000E+000, 9.7449022E-002, 0.0000000E+000,-7.9156004E-001,-7.9150516E-001, 3.7332443E-003, 3.5665155E+001
 4.1019379E+001, 0.0000000E+000, 8.3446188E-002,-1.1320695E+000, 1.6536402E-001, 0.0000000E+000, 9.8918564E-002, 0.0000000E+000,-7.8449332E-001,-7.8434076E-001, 3.7266848E-003, 3.7321387E+001
 4.2014301E+001, 0.0000000E+000, 8.5120013E-002,-1.1302511E+000, 1.6853283E-001, 0.0000000E+000, 1.0084619E-001, 0.0000000E+000,-7.7579973E-001,-7.7575203E-001, 3.7206984E-003, 3.8993532E+001
 4.3006615E+001, 0.0000000E+000, 8.6803433E-002,-1.1304672E+000, 1.6795585E-001, 0.0000000E+000, 1.0128923E-001, 0.0000000E+000,-7.7445020E-001,-7.7441870E-001, 3.7214108E-003, 4.0668538E+001
 4.4023617E+001, 0.0000000E+000, 8.8507782E-002,-1.1314258E+000, 1.6704810E-001, 0.0000000E+000, 1.0160041E-001, 0.0000000E+000,-7.7427641E-001,-7.7426948E-001, 3.7245661E-003, 4.2390649E+001
 4.5004814E+001, 0.0000000E+000, 9.0203367E-002,-1.1315228E+000, 1.6840459E-001, 0.0000000E+000, 1.0281116E-001, 0.0000000E+000,-7.7025227E-001,-7.7010368E-001, 3.7248901E-003, 4.4071358E+001
 4.6023636E+001, 0.0000000E+000, 9.1857555E-002,-1.1292524E+000, 1.7389709E-001, 0.0000000E+000, 1.0565053E-001, 0.0000000E+000,-7.5797746E-001,-7.5784724E-001, 3.7174125E-003, 4.5864910E+001
 4.7002838E+001, 0.0000000E+000, 9.3494506E-002,-1.1270716E+000, 1.7630643E-001, 0.0000000E+000, 1.0726096E-001, 0.0000000E+000,-7.5010641E-001,-7.5000975E-001, 3.7102347E-003, 4.7615102E+001
 4.8002720E+001, 0.0000000E+000, 9.5088319E-002,-1.1263226E+000, 1.7713843E-001, 0.0000000E+000, 1.0822728E-001, 0.0000000E+000,-7.4589095E-001,-7.4586855E-001, 3.7077703E-003, 4.9418625E+001
 4.9013958E+001, 0.0000000E+000, 9.6731747E-002,-1.1263660E+000, 1.7478657E-001, 0.0000000E+000, 1.0794034E-001, 0.0000000E+000,-7.4690818E-001,-7.4690737E-001, 3.7079143E-003, 5.1237930E+001
 5.0013321E+001, 0.0000000E+000, 9.8380840E-002,-1.1250432E+000, 1.7490828E-001, 0.0000000E+000, 1.0864116E-001, 0.0000000E+000,-7.4320874E-001,-7.4311289E-001, 3.7035616E-003, 5.3047173E+001
 5.1008514E+001, 0.0000000E+000, 9.9998146E-002,-1.1229571E+000, 1.7722399E-001, 0.0000000E+000, 1.1020393E-001, 0.0000000E+000,-7.3562001E-001,-7.3553108E-001, 3.6966902E-003, 5.4874768E+001
 5.2003704E+001, 0.0000000E+000, 1.0159221E-001,-1.1238769E+000, 1.7705649E-001, 0.0000000E+000, 1.1077409E-001, 0.0000000E+000,-7.3444285E-001,-7.3445412E-001, 3.6997218E-003, 5.6712123E+001
 5.3018314E+001, 0.0000000E+000, 1.0318616E-001,-1.1251214E+000, 1.7674499E-001, 0.0000000E+000, 1.1128600E-001, 0.0000000E+000,-7.3393049E-001,-7.3390420E-001, 3.7038168E-003, 5.8593816E+001
 5.4009140E+001, 0.0000000E+000, 1.0472771E-001,-1.1261598E+000, 1.7519914E-001, 0.0000000E+000, 1.1127481E-001, 0.0000000E+000,-7.3492349E-001,-7.3495816E-001, 3.7072360E-003, 6.0431558E+001
 5.5013798E+001, 0.0000000E+000, 1.0629978E-001,-1.1267492E+000, 1.7041998E-001, 0.0000000E+000, 1.1000296E-001, 0.0000000E+000,-7.3999826E-001,-7.4002648E-001, 3.7091757E-003, 6.2273674E+001
 5.6000881E+001, 0.0000000E+000, 1.0793550E-001,-1.1270753E+000, 1.7485590E-001, 0.0000000E+000, 1.1241538E-001, 0.0000000E+000,-7.3210205E-001,-7.3186849E-001, 3.7102483E-003, 6.4122017E+001
 5.7021927E+001, 0.0000000E+000, 1.0954607E-001,-1.1271512E+000, 1.8393903E-001, 0.0000000E+000, 1.1666854E-001, 0.0000000E+000,-7.1710715E-001,-7.1699754E-001, 3.7104970E-003, 6.6106878E+001
 5.8018066E+001, 0.0000000E+000, 1.1113591E-001,-1.1275160E+000, 1.8589326E-001, 0.0000000E+000, 1.1807561E-001, 0.0000000E+000,-7.1247293E-001,-7.1241117E-001, 3.7117010E-003, 6.8067005E+001
 5.9018818E+001, 0.0000000E+000, 1.1268289E-001,-1.1263255E+000, 1.8753660E-001, 0.0000000E+000, 1.1933934E-001, 0.0000000E+000,-7.0684877E-001,-7.0676671E-001, 3.7077791E-003, 7.0057216E+001
 6.0000340E+001, 0.0000000E+000, 1.1421188E-001,-1.1257868E+000, 1.8790510E-001, 0.0000000E+000, 1.2009367E-001, 0.0000000E+000,-7.0358684E-001,-7.0357615E-001, 3.7060089E-003, 7.2021805E+001
 6.1006397E+001, 0.0000000E+000, 1.1574977E-001,-1.1245826E+000, 1.8605820E-001, 0.0000000E+000, 1.1996820E-001, 0.0000000E+000,-7.0287669E-001,-7.0280643E-001, 3.7020393E-003, 7.4033184E+001
 6.2012455E+001, 0.0000000E+000, 1.1731839E-001,-1.1247071E+000, 1.8983208E-001, 0.0000000E+000, 1.2209127E-001, 0.0000000E+000,-6.9556893E-001,-6.9546531E-001, 3.7024557E-003, 7.6079908E+001
 6.3006245E+001, 0.0000000E+000, 1.1886818E-001,-1.1252554E+000, 1.9221164E-001, 0.0000000E+000, 1.2365861E-001, 0.0000000E+000,-6.9053150E-001,-6.9051694E-001, 3.7042578E-003, 7.8127978E+001
 6.4005203E+001, 0.0000000E+000, 1.2039379E-001,-1.1251105E+000, 1.9093239E-001, 0.0000000E+000, 1.2375042E-001, 0.0000000E+000,-6.9008511E-001,-6.9003390E-001, 3.7037866E-003, 8.0188237E+001
 6.5010201E+001, 0.0000000E+000, 1.2192633E-001,-1.1234747E+000, 1.9049722E-001, 0.0000000E+000, 1.2418717E-001, 0.0000000E+000,-6.8687485E-001,-6.8686396E-001, 3.6983919E-003, 8.2268361E+001
 6.6015198E+001, 0.0000000E+000, 1.2345713E-001,-1.1223888E+000, 1.8914553E-001, 0.0000000E+000, 1.2425806E-001, 0.0000000E+000,-6.8560294E-001,-6.8552808E-001, 3.6948350E-003, 8.4349594E+001
 6.7017921E+001, 0.0000000E+000, 1.2496847E-001,-1.1175223E+000, 1.8876619E-001, 0.0000000E+000, 1.2470220E-001, 0.0000000E+000,-6.7917315E-001,-6.7908538E-001, 3.6788026E-003, 8.6433509E+001
 6.8005753E+001, 0.0000000E+000, 1.2648118E-001,-1.1165007E+000, 1.9418114E-001, 0.0000000E+000, 1.2745110E-001, 0.0000000E+000,-6.6859726E-001,-6.6838729E-001, 3.6754431E-003, 8.8530862E+001
 6.9018181E+001, 0.0000000E+000, 1.2799626E-001,-1.1192435E+000, 2.0493166E-001, 0.0000000E+000, 1.3233719E-001, 0.0000000E+000,-6.5414352E-001,-6.5397842E-001, 3.6844680E-003, 9.0762847E+001
 7.0002335E+001, 0.0000000E+000, 1.2947468E-001,-1.1220204E+000, 2.1493480E-001, 0.0000000E+000, 1.3690552E-001, 0.0000000E+000,-6.4083051E-001,-6.4070540E-001, 3.6936195E-003, 9.3007866E+001
 7.1022545E+001, 0.0000000E+000, 1.3088542E-001,-1.1198429E+000, 2.1329496E-001, 0.0000000E+000, 1.3680508E-001, 0.0000000E+000,-6.3881727E-001,-6.3885741E-001, 3.6864438E-003, 9.5334439E+001
 7.2016502E+001, 0.0000000E+000, 1.3225811E-001,-1.1185776E+000, 2.0651765E-001, 0.0000000E+000, 1.3464973E-001, 0.0000000E+000,-6.4507414E-001,-6.4515213E-001, 3.6822793E-003, 9.7565485E+001
 7.3021927E+001, 0.0000000E+000, 1.3367619E-001,-1.1194132E+000, 1.9979065E-001, 0.0000000E+000, 1.3254579E-001, 0.0000000E+000,-6.5329845E-001,-6.5340055E-001, 3.6850263E-003, 9.9786970E+001
 7.4015007E+001, 0.0000000E+000, 1.3514428E-001,-1.1221910E+000, 1.9719191E-001, 0.0000000E+000, 1.3209128E-001, 0.0000000E+000,-6.5781862E-001,-6.5776355E-001, 3.6941727E-003, 1.0197294E+002
 7.5018021E+001, 0.0000000E+000, 1.3661253E-001,-1.1249601E+000, 2.0298696E-001, 0.0000000E+000, 1.3497343E-001, 0.0000000E+000,-6.5049125E-001,-6.5038718E-001, 3.7032846E-003, 1.0422864E+002
 7.6001167E+001, 0.0000000E+000, 1.3802727E-001,-1.1275030E+000, 2.0552210E-001, 0.0000000E+000, 1.3654349E-001, 0.0000000E+000,-6.4742728E-001,-6.4741014E-001, 3.7116585E-003, 1.0646586E+002
 7.7006195E+001, 0.0000000E+000, 1.3941955E-001,-1.1292684E+000, 2.0623750E-001, 0.0000000E+000, 1.3738558E-001, 0.0000000E+000,-6.4627285E-001,-6.4622580E-001, 3.7174661E-003, 1.0876685E+002
 7.8000084E+001, 0.0000000E+000, 1.4081730E-001,-1.1310704E+000, 2.0780681E-001, 0.0000000E+000, 1.3857089E-001, 0.0000000E+000,-6.4387633E-001,-6.4387537E-001, 3.7233948E-003, 1.1106219E+002
 7.9003204E+001, 0.0000000E+000, 1.4226521E-001,-1.1334860E+000, 2.0792670E-001, 0.0000000E+000, 1.3918616E-001, 0.0000000E+000,-6.4418270E-001,-6.4410795E-001, 3.7313491E-003, 1.1338877E+002
 8.0008392E+001, 0.0000000E+000, 1.4370366E-001,-1.1347011E+000, 2.1470276E-001, 0.0000000E+000, 1.4244530E-001, 0.0000000E+000,-6.3401009E-001,-6.3384936E-001, 3.7353466E-003, 1.1577442E+002
 8.1016136E+001, 0.0000000E+000, 1.4507816E-001,-1.1352239E+000, 2.1760552E-001, 0.0000000E+000, 1.4414671E-001, 0.0000000E+000,-6.2840028E-001,-6.2839348E-001, 3.7370666E-003, 1.1819542E+002
 8.2012367E+001, 0.0000000E+000, 1.4639791E-001,-1.1355717E+000, 2.1444519E-001, 0.0000000E+000, 1.4341294E-001, 0.0000000E+000,-6.3126979E-001,-6.3131566E-001, 3.7382115E-003, 1.2057690E+002
 8.3023926E+001, 0.0000000E+000, 1.4773336E-001,-1.1348208E+000, 2.1100178E-001, 0.0000000E+000, 1.4257289E-001, 0.0000000E+000,-6.3354448E-001,-6.3351281E-001, 3.7357392E-003, 1.2298056E+002
 8.4027100E+001, 0.0000000E+000, 1.4909971E-001,-1.1337090E+000, 2.1189828E-001, 0.0000000E+000, 1.4347688E-001, 0.0000000E+000,-6.2933156E-001,-6.2923412E-001, 3.7320826E-003, 1.2537911E+002
 8.5003166E+001, 0.0000000E+000, 1.5048980E-001,-1.1321086E+000, 2.1646686E-001, 0.0000000E+000, 1.4584666E-001, 0.0000000E+000,-6.1950804E-001,-6.1930528E-001, 3.7268169E-003, 1.2775099E+002
 8.6006340E+001, 0.0000000E+000, 1.5183582E-001,-1.1298442E+000, 2.2519807E-001, 0.0000000E+000, 1.4984821E-001, 0.0000000E+000,-6.0317304E-001,-6.0296209E-001, 3.7193537E-003, 1.3025550E+002
 8.7009514E+001, 0.0000000E+000, 1.5312454E-001,-1.1300761E+000, 2.2860818E-001, 0.0000000E+000, 1.5171475E-001, 0.0000000E+000,-5.9661707E-001,-5.9662860E-001, 3.7201222E-003, 1.3279210E+002
 8.8012688E+001, 0.0000000E+000, 1.5439736E-001,-1.1307125E+000, 2.2499930E-001, 0.0000000E+000, 1.5078669E-001, 0.0000000E+000,-6.0046562E-001,-6.0052912E-001, 3.7222191E-003, 1.3531351E+002
 8.9010506E+001, 0.0000000E+000, 1.5569392E-001,-1.1306723E+000, 2.2175923E-001, 0.0000000E+000, 1.5001542E-001, 0.0000000E+000,-6.0322285E-001,-6.0320376E-001, 3.7220825E-003, 1.3780828E+002
 9.0001938E+001, 0.0000000E+000, 1.5702371E-001,-1.1309050E+000, 2.2269709E-001, 0.0000000E+000, 1.5091910E-001, 0.0000000E+000,-6.0035901E-001,-6.0026508E-001, 3.7228543E-003, 1.4030167E+002
 9.1006752E+001, 0.0000000E+000, 1.5835827E-001,-1.1293557E+000, 2.2743046E-001, 0.0000000E+000, 1.5332403E-001, 0.0000000E+000,-5.9039934E-001,-5.9024293E-001, 3.7177515E-003, 1.4286878E+002
 9.2009010E+001, 0.0000000E+000, 1.5966410E-001,-1.1286268E+000, 2.3151054E-001, 0.0000000E+000, 1.5545579E-001, 0.0000000E+000,-5.8208813E-001,-5.8199642E-001, 3.7153485E-003, 1.4546516E+002
 9.3024895E+001, 0.0000000E+000, 1.6093789E-001,-1.1293868E+000, 2.3554135E-001, 0.0000000E+000, 1.5756618E-001, 0.0000000E+000,-5.7546235E-001,-5.7534138E-001, 3.7178555E-003, 1.4813238E+002
 9.4002602E+001, 0.0000000E+000, 1.6216671E-001,-1.1297806E+000, 2.4112218E-001, 0.0000000E+000, 1.6028236E-001, 0.0000000E+000,-5.6630247E-001,-5.6620933E-001, 3.7191519E-003, 1.5074377E+002
 9.5019218E+001, 0.0000000E+000, 1.6337219E-001,-1.1298145E+000, 2.4062333E-001, 0.0000000E+000, 1.6056481E-001, 0.0000000E+000,-5.6522536E-001,-5.6525418E-001, 3.7192626E-003, 1.5346451E+002
 9.6009216E+001, 0.0000000E+000, 1.6462261E-001,-1.1297297E+000, 2.3604564E-001, 0.0000000E+000, 1.5923534E-001, 0.0000000E+000,-5.6977496E-001,-5.6982610E-001, 3.7189828E-003, 1.5609216E+002
 9.7015671E+001, 0.0000000E+000, 1.6590548E-001,-1.1304383E+000, 2.3471121E-001, 0.0000000E+000, 1.5921347E-001, 0.0000000E+000,-5.7070279E-001,-5.7060813E-001, 3.7213124E-003, 1.5876244E+002
 9.8009262E+001, 0.0000000E+000, 1.6715322E-001,-1.1310936E+000, 2.3806573E-001, 0.0000000E+000, 1.6104226E-001, 0.0000000E+000,-5.6487979E-001,-5.6483238E-001, 3.7234707E-003, 1.6142900E+002
 9.9005302E+001, 0.0000000E+000, 1.6839690E-001,-1.1319029E+000, 2.3761026E-001, 0.0000000E+000, 1.6135292E-001, 0.0000000E+000,-5.6455760E-001,-5.6454276E-001, 3.7261387E-003, 1.6410757E+002
 1.0000000E+002, 0.0000000E+000, 1.6967581E-001,-1.1309802E+000, 2.4200804E-001, 0.0000000E+000, 1.6361632E-001, 0.0000000E+000,-5.5591775E-001,-5.5568000E-001, 3.7230982E-003, 1.6681905E+002
