Rank,MAIN,DIVG,MASS,VELO,PRES,WALL,DUMP,PART,RADI,FIRE,COMM,BLNK,HVAC,GEOM,VEGE,Total T_USED (s)
    0, 6.253E-01, 8.036E+02, 3.340E+02, 1.125E+03, 3.066E+02, 8.686E+01, 5.861E+01, 2.598E-02, 1.134E+03, 0.000E+00, 5.609E-02, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 3.849E+03
