Rank,MAIN,DIVG,MASS,VELO,PRES,WALL,DUMP,PART,RADI,FIRE,COMM,BLNK,HVAC,GEOM,VEGE,Total T_USED (s)
    0, 2.312E-01, 1.901E+02, 7.611E+01, 2.718E+02, 5.270E+01, 2.969E+01, 1.553E+01, 2.025E-02, 2.744E+02, 0.000E+00, 3.634E-02, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 9.106E+02
